Source,Year,Mean
gcag,1896-07,-0.1824
GISTEMP,1896-08,-0.06
gcag,1896-08,-0.1716
GISTEMP,1896-09,-0.08
gcag,1896-09,-0.1553
GISTEMP,1896-10,0.05
gcag,1896-10,-0.1179
GISTEMP,1896-11,-0.05
gcag,1896-11,-0.3141
GISTEMP,1896-12,-0.05
gcag,1896-12,-0.0944
GISTEMP,1897-01,-0.16
gcag,1897-01,-0.3001
GISTEMP,1897-02,-0.18
gcag,1897-02,-0.3486
GISTEMP,1897-03,-0.14
gcag,1897-03,-0.4155
GISTEMP,1897-04,-0.03
gcag,1897-04,-0.1176
GISTEMP,1897-05,-0.02
gcag,1897-05,-0.1141
GISTEMP,1897-06,-0.12
gcag,1897-06,-0.1627
GISTEMP,1897-07,-0.03
gcag,1897-07,-0.187
GISTEMP,1897-08,-0.1
gcag,1897-08,-0.1854
GISTEMP,1897-09,-0.09
gcag,1897-09,-0.1863
GISTEMP,1897-10,-0.14
gcag,1897-10,-0.2123
GISTEMP,1897-11,-0.19
gcag,1897-11,-0.4227
GISTEMP,1897-12,-0.21
gcag,1897-12,-0.4652
GISTEMP,1898-01,-0.03
gcag,1898-01,-0.1992
GISTEMP,1898-02,-0.31
gcag,1898-02,-0.5561
GISTEMP,1898-03,-0.52
gcag,1898-03,-0.8427
GISTEMP,1898-04,-0.32
gcag,1898-04,-0.663
GISTEMP,1898-05,-0.31
gcag,1898-05,-0.5596
GISTEMP,1898-06,-0.2
gcag,1898-06,-0.3347
GISTEMP,1898-07,-0.23
gcag,1898-07,-0.3948
GISTEMP,1898-08,-0.27
gcag,1898-08,-0.3894
GISTEMP,1898-09,-0.22
gcag,1898-09,-0.3708
GISTEMP,1898-10,-0.35
gcag,1898-10,-0.501
GISTEMP,1898-11,-0.39
gcag,1898-11,-0.5286
GISTEMP,1898-12,-0.24
gcag,1898-12,-0.4895
GISTEMP,1899-01,-0.17
gcag,1899-01,-0.3598
GISTEMP,1899-02,-0.39
gcag,1899-02,-0.554
GISTEMP,1899-03,-0.37
gcag,1899-03,-0.589
GISTEMP,1899-04,-0.21
gcag,1899-04,-0.4393
GISTEMP,1899-05,-0.23
gcag,1899-05,-0.3589
GISTEMP,1899-06,-0.32
gcag,1899-06,-0.501
GISTEMP,1899-07,-0.16
gcag,1899-07,-0.3655
GISTEMP,1899-08,-0.09
gcag,1899-08,-0.2398
GISTEMP,1899-09,-0.06
gcag,1899-09,-0.1516
GISTEMP,1899-10,-0.04
gcag,1899-10,-0.1831
GISTEMP,1899-11,0.12
gcag,1899-11,-0.0569
GISTEMP,1899-12,-0.27
gcag,1899-12,-0.4662
GISTEMP,1900-01,-0.37
gcag,1900-01,-0.5065
GISTEMP,1900-02,-0.06
gcag,1900-02,-0.2029
GISTEMP,1900-03,0
gcag,1900-03,-0.1997
GISTEMP,1900-04,-0.09
gcag,1900-04,-0.2241
GISTEMP,1900-05,-0.09
gcag,1900-05,-0.3028
GISTEMP,1900-06,-0.1
gcag,1900-06,-0.2171
GISTEMP,1900-07,-0.13
gcag,1900-07,-0.1909
GISTEMP,1900-08,-0.09
gcag,1900-08,-0.2108
GISTEMP,1900-09,-0.06
gcag,1900-09,-0.1957
GISTEMP,1900-10,0.09
gcag,1900-10,-0.0647
GISTEMP,1900-11,-0.07
gcag,1900-11,-0.2625
GISTEMP,1900-12,-0.07
gcag,1900-12,-0.2362
GISTEMP,1901-01,-0.22
gcag,1901-01,-0.2806
GISTEMP,1901-02,-0.12
gcag,1901-02,-0.2682
GISTEMP,1901-03,0.05
gcag,1901-03,-0.2008
GISTEMP,1901-04,-0.03
gcag,1901-04,-0.1753
GISTEMP,1901-05,-0.15
gcag,1901-05,-0.2493
GISTEMP,1901-06,-0.12
gcag,1901-06,-0.2366
GISTEMP,1901-07,-0.15
gcag,1901-07,-0.3289
GISTEMP,1901-08,-0.21
gcag,1901-08,-0.205
GISTEMP,1901-09,-0.23
gcag,1901-09,-0.3551
GISTEMP,1901-10,-0.3
gcag,1901-10,-0.3407
GISTEMP,1901-11,-0.17
gcag,1901-11,-0.3958
GISTEMP,1901-12,-0.27
gcag,1901-12,-0.4845
GISTEMP,1902-01,-0.17
gcag,1902-01,-0.4395
GISTEMP,1902-02,-0.09
gcag,1902-02,-0.2322
GISTEMP,1902-03,-0.28
gcag,1902-03,-0.474
GISTEMP,1902-04,-0.28
gcag,1902-04,-0.4305
GISTEMP,1902-05,-0.33
gcag,1902-05,-0.4302
GISTEMP,1902-06,-0.32
gcag,1902-06,-0.4452
GISTEMP,1902-07,-0.28
gcag,1902-07,-0.3891
GISTEMP,1902-08,-0.3
gcag,1902-08,-0.4251
GISTEMP,1902-09,-0.29
gcag,1902-09,-0.3728
GISTEMP,1902-10,-0.3
gcag,1902-10,-0.5005
GISTEMP,1902-11,-0.37
gcag,1902-11,-0.5626
GISTEMP,1902-12,-0.42
gcag,1902-12,-0.5659
GISTEMP,1903-01,-0.25
gcag,1903-01,-0.4344
GISTEMP,1903-02,-0.07
gcag,1903-02,-0.2402
GISTEMP,1903-03,-0.24
gcag,1903-03,-0.3984
GISTEMP,1903-04,-0.42
gcag,1903-04,-0.588
GISTEMP,1903-05,-0.4
gcag,1903-05,-0.516
GISTEMP,1903-06,-0.43
gcag,1903-06,-0.5476
GISTEMP,1903-07,-0.35
gcag,1903-07,-0.5052
GISTEMP,1903-08,-0.46
gcag,1903-08,-0.6014
GISTEMP,1903-09,-0.5
gcag,1903-09,-0.5597
GISTEMP,1903-10,-0.47
gcag,1903-10,-0.6648
GISTEMP,1903-11,-0.42
gcag,1903-11,-0.6297
GISTEMP,1903-12,-0.51
gcag,1903-12,-0.714
GISTEMP,1904-01,-0.63
gcag,1904-01,-0.8066
GISTEMP,1904-02,-0.59
gcag,1904-02,-0.7699
GISTEMP,1904-03,-0.51
gcag,1904-03,-0.6964
GISTEMP,1904-04,-0.51
gcag,1904-04,-0.6468
GISTEMP,1904-05,-0.52
gcag,1904-05,-0.6093
GISTEMP,1904-06,-0.49
gcag,1904-06,-0.5641
GISTEMP,1904-07,-0.51
gcag,1904-07,-0.553
GISTEMP,1904-08,-0.49
gcag,1904-08,-0.4784
GISTEMP,1904-09,-0.56
gcag,1904-09,-0.5966
GISTEMP,1904-10,-0.4
gcag,1904-10,-0.553
GISTEMP,1904-11,-0.18
gcag,1904-11,-0.3966
GISTEMP,1904-12,-0.34
gcag,1904-12,-0.4996
GISTEMP,1905-01,-0.35
gcag,1905-01,-0.4634
GISTEMP,1905-02,-0.6
gcag,1905-02,-0.7201
GISTEMP,1905-03,-0.22
gcag,1905-03,-0.524
GISTEMP,1905-04,-0.34
gcag,1905-04,-0.5602
GISTEMP,1905-05,-0.3
gcag,1905-05,-0.4342
GISTEMP,1905-06,-0.29
gcag,1905-06,-0.3425
GISTEMP,1905-07,-0.27
gcag,1905-07,-0.373
GISTEMP,1905-08,-0.21
gcag,1905-08,-0.3044
GISTEMP,1905-09,-0.19
gcag,1905-09,-0.3451
GISTEMP,1905-10,-0.25
gcag,1905-10,-0.3351
GISTEMP,1905-11,-0.07
gcag,1905-11,-0.2172
GISTEMP,1905-12,-0.13
gcag,1905-12,-0.2743
GISTEMP,1906-01,-0.29
gcag,1906-01,-0.2966
GISTEMP,1906-02,-0.3
gcag,1906-02,-0.3885
GISTEMP,1906-03,-0.19
gcag,1906-03,-0.2895
GISTEMP,1906-04,-0.05
gcag,1906-04,-0.1039
GISTEMP,1906-05,-0.26
gcag,1906-05,-0.3765
GISTEMP,1906-06,-0.2
gcag,1906-06,-0.2325
GISTEMP,1906-07,-0.23
gcag,1906-07,-0.3429
GISTEMP,1906-08,-0.2
gcag,1906-08,-0.2716
GISTEMP,1906-09,-0.29
gcag,1906-09,-0.353
GISTEMP,1906-10,-0.21
gcag,1906-10,-0.3222
GISTEMP,1906-11,-0.38
gcag,1906-11,-0.5317
GISTEMP,1906-12,-0.15
gcag,1906-12,-0.3205
GISTEMP,1907-01,-0.44
gcag,1907-01,-0.5292
GISTEMP,1907-02,-0.52
gcag,1907-02,-0.6185
GISTEMP,1907-03,-0.28
gcag,1907-03,-0.4379
GISTEMP,1907-04,-0.38
gcag,1907-04,-0.4779
GISTEMP,1907-05,-0.47
gcag,1907-05,-0.645
GISTEMP,1907-06,-0.42
gcag,1907-06,-0.544
GISTEMP,1907-07,-0.35
gcag,1907-07,-0.425
GISTEMP,1907-08,-0.34
gcag,1907-08,-0.4909
GISTEMP,1907-09,-0.35
gcag,1907-09,-0.3986
GISTEMP,1907-10,-0.23
gcag,1907-10,-0.3359
GISTEMP,1907-11,-0.47
gcag,1907-11,-0.5563
GISTEMP,1907-12,-0.47
gcag,1907-12,-0.5898
GISTEMP,1908-01,-0.45
gcag,1908-01,-0.4664
GISTEMP,1908-02,-0.33
gcag,1908-02,-0.4138
GISTEMP,1908-03,-0.56
gcag,1908-03,-0.704
GISTEMP,1908-04,-0.45
gcag,1908-04,-0.5883
GISTEMP,1908-05,-0.37
gcag,1908-05,-0.453
GISTEMP,1908-06,-0.38
gcag,1908-06,-0.4127
GISTEMP,1908-07,-0.35
gcag,1908-07,-0.4009
GISTEMP,1908-08,-0.46
gcag,1908-08,-0.4812
GISTEMP,1908-09,-0.36
gcag,1908-09,-0.3876
GISTEMP,1908-10,-0.44
gcag,1908-10,-0.5746
GISTEMP,1908-11,-0.52
gcag,1908-11,-0.6452
GISTEMP,1908-12,-0.49
gcag,1908-12,-0.6381
GISTEMP,1909-01,-0.73
gcag,1909-01,-0.7628
GISTEMP,1909-02,-0.46
gcag,1909-02,-0.5354
GISTEMP,1909-03,-0.54
gcag,1909-03,-0.652
GISTEMP,1909-04,-0.59
gcag,1909-04,-0.6327
GISTEMP,1909-05,-0.54
gcag,1909-05,-0.5917
GISTEMP,1909-06,-0.52
gcag,1909-06,-0.5
GISTEMP,1909-07,-0.45
gcag,1909-07,-0.5237
GISTEMP,1909-08,-0.34
gcag,1909-08,-0.3368
GISTEMP,1909-09,-0.39
gcag,1909-09,-0.4159
GISTEMP,1909-10,-0.4
gcag,1909-10,-0.4944
GISTEMP,1909-11,-0.32
gcag,1909-11,-0.3865
GISTEMP,1909-12,-0.56
gcag,1909-12,-0.5962
GISTEMP,1910-01,-0.43
gcag,1910-01,-0.4327
GISTEMP,1910-02,-0.41
gcag,1910-02,-0.529
GISTEMP,1910-03,-0.51
gcag,1910-03,-0.6188
GISTEMP,1910-04,-0.43
gcag,1910-04,-0.5348
GISTEMP,1910-05,-0.34
gcag,1910-05,-0.5367
GISTEMP,1910-06,-0.39
gcag,1910-06,-0.5592
GISTEMP,1910-07,-0.34
gcag,1910-07,-0.4346
GISTEMP,1910-08,-0.37
gcag,1910-08,-0.3887
GISTEMP,1910-09,-0.39
gcag,1910-09,-0.4228
GISTEMP,1910-10,-0.42
gcag,1910-10,-0.4847
GISTEMP,1910-11,-0.58
gcag,1910-11,-0.6723
GISTEMP,1910-12,-0.68
gcag,1910-12,-0.7566
GISTEMP,1911-01,-0.63
gcag,1911-01,-0.6679
GISTEMP,1911-02,-0.58
gcag,1911-02,-0.7059
GISTEMP,1911-03,-0.62
gcag,1911-03,-0.7639
GISTEMP,1911-04,-0.55
gcag,1911-04,-0.6435
GISTEMP,1911-05,-0.52
gcag,1911-05,-0.6271
GISTEMP,1911-06,-0.51
gcag,1911-06,-0.5542
GISTEMP,1911-07,-0.43
gcag,1911-07,-0.4925
GISTEMP,1911-08,-0.44
gcag,1911-08,-0.5063
GISTEMP,1911-09,-0.41
gcag,1911-09,-0.4981
GISTEMP,1911-10,-0.27
gcag,1911-10,-0.345
GISTEMP,1911-11,-0.22
gcag,1911-11,-0.3492
GISTEMP,1911-12,-0.22
gcag,1911-12,-0.3154
GISTEMP,1912-01,-0.26
gcag,1912-01,-0.3293
GISTEMP,1912-02,-0.15
gcag,1912-02,-0.3148
GISTEMP,1912-03,-0.38
gcag,1912-03,-0.5542
GISTEMP,1912-04,-0.18
gcag,1912-04,-0.3377
GISTEMP,1912-05,-0.22
gcag,1912-05,-0.3351
GISTEMP,1912-06,-0.24
gcag,1912-06,-0.285
GISTEMP,1912-07,-0.43
gcag,1912-07,-0.5072
GISTEMP,1912-08,-0.55
gcag,1912-08,-0.5723
GISTEMP,1912-09,-0.58
gcag,1912-09,-0.6436
GISTEMP,1912-10,-0.58
gcag,1912-10,-0.679
GISTEMP,1912-11,-0.4
gcag,1912-11,-0.5578
GISTEMP,1912-12,-0.44
gcag,1912-12,-0.5905
GISTEMP,1913-01,-0.41
gcag,1913-01,-0.5635
GISTEMP,1913-02,-0.45
gcag,1913-02,-0.5499
GISTEMP,1913-03,-0.43
gcag,1913-03,-0.6057
GISTEMP,1913-04,-0.4
gcag,1913-04,-0.5339
GISTEMP,1913-05,-0.44
gcag,1913-05,-0.541
GISTEMP,1913-06,-0.45
gcag,1913-06,-0.5513
GISTEMP,1913-07,-0.37
gcag,1913-07,-0.4768
GISTEMP,1913-08,-0.34
gcag,1913-08,-0.3955
GISTEMP,1913-09,-0.35
gcag,1913-09,-0.4168
GISTEMP,1913-10,-0.32
gcag,1913-10,-0.4382
GISTEMP,1913-11,-0.2
gcag,1913-11,-0.3676
GISTEMP,1913-12,-0.03
gcag,1913-12,-0.1639
GISTEMP,1914-01,0.04
gcag,1914-01,-0.0783
GISTEMP,1914-02,-0.1
gcag,1914-02,-0.27
GISTEMP,1914-03,-0.24
gcag,1914-03,-0.3973
GISTEMP,1914-04,-0.3
gcag,1914-04,-0.4088
GISTEMP,1914-05,-0.22
gcag,1914-05,-0.3077
GISTEMP,1914-06,-0.26
gcag,1914-06,-0.3078
GISTEMP,1914-07,-0.23
gcag,1914-07,-0.2968
GISTEMP,1914-08,-0.16
gcag,1914-08,-0.2444
GISTEMP,1914-09,-0.17
gcag,1914-09,-0.3012
GISTEMP,1914-10,-0.04
gcag,1914-10,-0.1101
GISTEMP,1914-11,-0.16
gcag,1914-11,-0.1901
GISTEMP,1914-12,-0.04
gcag,1914-12,-0.2366
GISTEMP,1915-01,-0.21
gcag,1915-01,-0.2873
GISTEMP,1915-02,-0.04
gcag,1915-02,-0.2203
GISTEMP,1915-03,-0.1
gcag,1915-03,-0.1938
GISTEMP,1915-04,0.06
gcag,1915-04,-0.0825
GISTEMP,1915-05,-0.06
gcag,1915-05,-0.1679
GISTEMP,1915-06,-0.22
gcag,1915-06,-0.1719
GISTEMP,1915-07,-0.13
gcag,1915-07,-0.1689
GISTEMP,1915-08,-0.23
gcag,1915-08,-0.0666
GISTEMP,1915-09,-0.2
gcag,1915-09,-0.1201
GISTEMP,1915-10,-0.25
gcag,1915-10,-0.2859
GISTEMP,1915-11,-0.13
gcag,1915-11,-0.1726
GISTEMP,1915-12,-0.21
gcag,1915-12,-0.3622
GISTEMP,1916-01,-0.13
gcag,1916-01,-0.3377
GISTEMP,1916-02,-0.15
gcag,1916-02,-0.2639
GISTEMP,1916-03,-0.29
gcag,1916-03,-0.4389
GISTEMP,1916-04,-0.3
gcag,1916-04,-0.375
GISTEMP,1916-05,-0.35
gcag,1916-05,-0.4179
GISTEMP,1916-06,-0.49
gcag,1916-06,-0.4946
GISTEMP,1916-07,-0.37
gcag,1916-07,-0.3847
GISTEMP,1916-08,-0.28
gcag,1916-08,-0.2966
GISTEMP,1916-09,-0.36
gcag,1916-09,-0.3217
GISTEMP,1916-10,-0.34
gcag,1916-10,-0.3742
GISTEMP,1916-11,-0.46
gcag,1916-11,-0.514
GISTEMP,1916-12,-0.82
gcag,1916-12,-0.8211
GISTEMP,1917-01,-0.57
gcag,1917-01,-0.689
GISTEMP,1917-02,-0.64
gcag,1917-02,-0.7158
GISTEMP,1917-03,-0.64
gcag,1917-03,-0.7841
GISTEMP,1917-04,-0.55
gcag,1917-04,-0.5459
GISTEMP,1917-05,-0.55
gcag,1917-05,-0.6441
GISTEMP,1917-06,-0.43
gcag,1917-06,-0.4787
GISTEMP,1917-07,-0.25
gcag,1917-07,-0.2451
GISTEMP,1917-08,-0.22
gcag,1917-08,-0.3326
GISTEMP,1917-09,-0.23
gcag,1917-09,-0.2978
GISTEMP,1917-10,-0.44
gcag,1917-10,-0.5354
GISTEMP,1917-11,-0.34
gcag,1917-11,-0.459
GISTEMP,1917-12,-0.68
gcag,1917-12,-0.7863
GISTEMP,1918-01,-0.48
gcag,1918-01,-0.5178
GISTEMP,1918-02,-0.34
gcag,1918-02,-0.672
GISTEMP,1918-03,-0.25
gcag,1918-03,-0.5789
GISTEMP,1918-04,-0.44
gcag,1918-04,-0.6232
GISTEMP,1918-05,-0.43
gcag,1918-05,-0.525
GISTEMP,1918-06,-0.36
gcag,1918-06,-0.3863
GISTEMP,1918-07,-0.32
gcag,1918-07,-0.3694
GISTEMP,1918-08,-0.32
gcag,1918-08,-0.4296
GISTEMP,1918-09,-0.17
gcag,1918-09,-0.258
GISTEMP,1918-10,-0.06
gcag,1918-10,-0.1187
GISTEMP,1918-11,-0.12
gcag,1918-11,-0.1896
GISTEMP,1918-12,-0.3
gcag,1918-12,-0.424
GISTEMP,1919-01,-0.21
gcag,1919-01,-0.251
GISTEMP,1919-02,-0.23
gcag,1919-02,-0.2418
GISTEMP,1919-03,-0.21
gcag,1919-03,-0.3919
GISTEMP,1919-04,-0.13
gcag,1919-04,-0.2112
GISTEMP,1919-05,-0.28
gcag,1919-05,-0.3077
GISTEMP,1919-06,-0.36
gcag,1919-06,-0.3575
GISTEMP,1919-07,-0.29
gcag,1919-07,-0.2997
GISTEMP,1919-08,-0.33
gcag,1919-08,-0.2379
GISTEMP,1919-09,-0.25
gcag,1919-09,-0.2858
GISTEMP,1919-10,-0.21
gcag,1919-10,-0.2586
GISTEMP,1919-11,-0.42
gcag,1919-11,-0.5573
GISTEMP,1919-12,-0.42
gcag,1919-12,-0.5031
GISTEMP,1920-01,-0.25
gcag,1920-01,-0.2584
GISTEMP,1920-02,-0.27
gcag,1920-02,-0.5457
GISTEMP,1920-03,-0.12
gcag,1920-03,-0.1718
GISTEMP,1920-04,-0.24
gcag,1920-04,-0.3364
GISTEMP,1920-05,-0.27
gcag,1920-05,-0.2561
GISTEMP,1920-06,-0.36
gcag,1920-06,-0.2379
GISTEMP,1920-07,-0.3
gcag,1920-07,-0.3002
GISTEMP,1920-08,-0.26
gcag,1920-08,-0.2264
GISTEMP,1920-09,-0.22
gcag,1920-09,-0.1962
GISTEMP,1920-10,-0.27
gcag,1920-10,-0.2175
GISTEMP,1920-11,-0.27
gcag,1920-11,-0.3454
GISTEMP,1920-12,-0.47
gcag,1920-12,-0.4883
GISTEMP,1921-01,-0.05
gcag,1921-01,-0.2174
GISTEMP,1921-02,-0.18
gcag,1921-02,-0.295
GISTEMP,1921-03,-0.23
gcag,1921-03,-0.3424
GISTEMP,1921-04,-0.3
gcag,1921-04,-0.2907
GISTEMP,1921-05,-0.3
gcag,1921-05,-0.3014
GISTEMP,1921-06,-0.27
gcag,1921-06,-0.1542
GISTEMP,1921-07,-0.15
gcag,1921-07,-0.1552
GISTEMP,1921-08,-0.26
gcag,1921-08,-0.3211
GISTEMP,1921-09,-0.19
gcag,1921-09,-0.2069
GISTEMP,1921-10,-0.03
gcag,1921-10,-0.1342
GISTEMP,1921-11,-0.15
gcag,1921-11,-0.1957
GISTEMP,1921-12,-0.18
gcag,1921-12,-0.2712
GISTEMP,1922-01,-0.34
gcag,1922-01,-0.4188
GISTEMP,1922-02,-0.45
gcag,1922-02,-0.4086
GISTEMP,1922-03,-0.15
gcag,1922-03,-0.3439
GISTEMP,1922-04,-0.23
gcag,1922-04,-0.2909
GISTEMP,1922-05,-0.33
gcag,1922-05,-0.4694
GISTEMP,1922-06,-0.3
gcag,1922-06,-0.2925
GISTEMP,1922-07,-0.27
gcag,1922-07,-0.2588
GISTEMP,1922-08,-0.33
gcag,1922-08,-0.3557
GISTEMP,1922-09,-0.35
gcag,1922-09,-0.3244
GISTEMP,1922-10,-0.32
gcag,1922-10,-0.3449
GISTEMP,1922-11,-0.14
gcag,1922-11,-0.2552
GISTEMP,1922-12,-0.2
gcag,1922-12,-0.3052
GISTEMP,1923-01,-0.27
gcag,1923-01,-0.4035
GISTEMP,1923-02,-0.39
gcag,1923-02,-0.4942
GISTEMP,1923-03,-0.34
gcag,1923-03,-0.4554
GISTEMP,1923-04,-0.41
gcag,1923-04,-0.4101
GISTEMP,1923-05,-0.33
gcag,1923-05,-0.4036
GISTEMP,1923-06,-0.29
gcag,1923-06,-0.2524
GISTEMP,1923-07,-0.31
gcag,1923-07,-0.4194
GISTEMP,1923-08,-0.33
gcag,1923-08,-0.3236
GISTEMP,1923-09,-0.31
gcag,1923-09,-0.3407
GISTEMP,1923-10,-0.14
gcag,1923-10,-0.1762
GISTEMP,1923-11,-0.03
gcag,1923-11,-0.0333
GISTEMP,1923-12,-0.04
gcag,1923-12,-0.0998
GISTEMP,1924-01,-0.23
gcag,1924-01,-0.3269
GISTEMP,1924-02,-0.23
gcag,1924-02,-0.315
GISTEMP,1924-03,-0.09
gcag,1924-03,-0.1757
GISTEMP,1924-04,-0.3
gcag,1924-04,-0.3422
GISTEMP,1924-05,-0.18
gcag,1924-05,-0.2173
GISTEMP,1924-06,-0.26
gcag,1924-06,-0.2753
GISTEMP,1924-07,-0.29
gcag,1924-07,-0.2937
GISTEMP,1924-08,-0.36
gcag,1924-08,-0.317
GISTEMP,1924-09,-0.32
gcag,1924-09,-0.3304
GISTEMP,1924-10,-0.35
gcag,1924-10,-0.3656
GISTEMP,1924-11,-0.21
gcag,1924-11,-0.2905
GISTEMP,1924-12,-0.43
gcag,1924-12,-0.4921
GISTEMP,1925-01,-0.38
gcag,1925-01,-0.4914
GISTEMP,1925-02,-0.39
gcag,1925-02,-0.485
GISTEMP,1925-03,-0.27
gcag,1925-03,-0.3735
GISTEMP,1925-04,-0.26
gcag,1925-04,-0.3067
GISTEMP,1925-05,-0.29
gcag,1925-05,-0.3052
GISTEMP,1925-06,-0.33
gcag,1925-06,-0.3339
GISTEMP,1925-07,-0.27
gcag,1925-07,-0.3306
GISTEMP,1925-08,-0.21
gcag,1925-08,-0.168
GISTEMP,1925-09,-0.2
gcag,1925-09,-0.2587
GISTEMP,1925-10,-0.18
gcag,1925-10,-0.2883
GISTEMP,1925-11,0.05
gcag,1925-11,-0.0588
GISTEMP,1925-12,0.06
gcag,1925-12,0.0143
GISTEMP,1926-01,0.21
gcag,1926-01,0.0828
GISTEMP,1926-02,0.02
gcag,1926-02,-0.0348
GISTEMP,1926-03,0.11
gcag,1926-03,0.0239
GISTEMP,1926-04,-0.13
gcag,1926-04,-0.1577
GISTEMP,1926-05,-0.23
gcag,1926-05,-0.2698
GISTEMP,1926-06,-0.26
gcag,1926-06,-0.1825
GISTEMP,1926-07,-0.27
gcag,1926-07,-0.2082
GISTEMP,1926-08,-0.13
gcag,1926-08,-0.0997
GISTEMP,1926-09,-0.14
gcag,1926-09,-0.1176
GISTEMP,1926-10,-0.11
gcag,1926-10,-0.0697
GISTEMP,1926-11,-0.06
gcag,1926-11,-0.1155
GISTEMP,1926-12,-0.29
gcag,1926-12,-0.3219
GISTEMP,1927-01,-0.27
gcag,1927-01,-0.3109
GISTEMP,1927-02,-0.18
gcag,1927-02,-0.2118
GISTEMP,1927-03,-0.39
gcag,1927-03,-0.4187
GISTEMP,1927-04,-0.3
gcag,1927-04,-0.3142
GISTEMP,1927-05,-0.26
gcag,1927-05,-0.2298
GISTEMP,1927-06,-0.27
gcag,1927-06,-0.248
GISTEMP,1927-07,-0.19
gcag,1927-07,-0.2046
GISTEMP,1927-08,-0.23
gcag,1927-08,-0.213
GISTEMP,1927-09,-0.12
gcag,1927-09,-0.1194
GISTEMP,1927-10,-0.01
